Entity,Year,Population (historical estimates)
Greece,1838,2726832
Greece,1839,2751930
Greece,1840,2777272
Greece,1841,2802859
Greece,1842,2828696
Greece,1843,2854783
Greece,1844,2881111
Greece,1845,2907682
Greece,1846,2934497
Greece,1847,2961561
Greece,1848,2988873
Greece,1849,3016425
Greece,1850,3044219
Greece,1851,3072720
Greece,1852,3101474
Greece,1853,3130486
Greece,1854,3159768
Greece,1855,3189325
Greece,1856,3219158
Greece,1857,3249270
Greece,1858,3279663
Greece,1859,3310359
Greece,1860,3341361
Greece,1861,3372671
Greece,1862,3404292
Greece,1863,3436229
Greece,1864,3468464
Greece,1865,3501002
Greece,1866,3533846
Greece,1867,3566997
Greece,1868,3600459
Greece,1869,3634972
Greece,1870,3670555
Greece,1871,3707223
Greece,1872,3744997
Greece,1873,3783894
Greece,1874,3823195
Greece,1875,3862904
Greece,1876,3903025
Greece,1877,3943563
Greece,1878,3984522
Greece,1879,4025888
Greece,1880,4067664
Greece,1881,4109855
Greece,1882,4152465
Greece,1883,4195498
Greece,1884,4238976
Greece,1885,4282905
Greece,1886,4327290
Greece,1887,4372134
Greece,1888,4417442
Greece,1889,4463233
Greece,1890,4509512
Greece,1891,4556282
Greece,1892,4603551
Greece,1893,4651322
Greece,1894,4699590
Greece,1895,4748357
Greece,1896,4797631
Greece,1897,4847416
Greece,1898,4897718
Greece,1899,4945307
Greece,1900,4990133
Greece,1901,5032141
Greece,1902,5071280
Greece,1903,5107496
Greece,1904,5143970
Greece,1905,5180704
Greece,1906,5217700
Greece,1907,5254961
Greece,1908,5292488
Greece,1909,5330209
Greece,1910,5368127
Greece,1911,5406242
Greece,1912,5444555
Greece,1913,5483067
Greece,1914,5521851
Greece,1915,5560909
Greece,1916,5600243
Greece,1917,5639856
Greece,1918,5678901
Greece,1919,5722766
Greece,1920,5771532
Greece,1921,5825284
Greece,1922,5884107
Greece,1923,5948086
Greece,1924,6012762
Greece,1925,6078140
Greece,1926,6144230
Greece,1927,6211038
Greece,1928,6278572
Greece,1929,6350526
Greece,1930,6426998
Greece,1931,6508088
Greece,1932,6593900
Greece,1933,6684536
Greece,1934,6776418
Greece,1935,6869563
Greece,1936,6963989
Greece,1937,7059712
Greece,1938,7156751
Greece,1939,7240587
Greece,1940,7310983
Greece,1941,7367696
Greece,1942,7410484
Greece,1943,7439097
Greece,1944,7467821
Greece,1945,7496655
Greece,1946,7525601
Greece,1947,7554659
Greece,1948,7583829
Greece,1949,7621936
Greece,1950,7669097
Greece,1951,7766347
Greece,1952,7863884
Greece,1953,7959594
Greece,1954,8052769
Greece,1955,8146025
Greece,1956,8234417
Greece,1957,8313968
Greece,1958,8385152
Greece,1959,8447074
Greece,1960,8495419
Greece,1961,8526467
Greece,1962,8540807
Greece,1963,8541794
Greece,1964,8534890
Greece,1965,8526265
Greece,1966,8520636
Greece,1967,8518064
Greece,1968,8518841
Greece,1969,8526141
Greece,1970,8544874
Greece,1971,8576110
Greece,1972,8616664
Greece,1973,8666390
Greece,1974,8729703
Greece,1975,8805416
Greece,1976,8890429
Greece,1977,8983231
Greece,1978,9084305
Greece,1979,9194179
Greece,1980,9307159
Greece,1981,9418999
Greece,1982,9528819
Greece,1983,9636354
Greece,1984,9740384
Greece,1985,9840144
Greece,1986,9936729
Greece,1987,10029145
Greece,1988,10120189
Greece,1989,10211975
Greece,1990,10302255
Greece,1991,10391552
Greece,1992,10478389
Greece,1993,10563442
Greece,1994,10647420
Greece,1995,10727928
Greece,1996,10803809
Greece,1997,10875274
Greece,1998,10939474
Greece,1999,10993861
Greece,2000,11038112
Greece,2001,11072182
Greece,2002,11096620
Greece,2003,11110488
Greece,2004,11115089
Greece,2005,11113450
Greece,2006,11106097
Greece,2007,11091491
Greece,2008,11073621
Greece,2009,11055503
Greece,2010,11033784
Greece,2011,11004730
Greece,2012,10963633
Greece,2013,10914501
Greece,2014,10862972
Greece,2015,10806644
Greece,2016,10749742
Greece,2017,10692230
Greece,2018,10633275
Greece,2019,10574026
Greece,2020,10512232
Greece,2021,10445368
Hungary,1800,3250000
Hungary,1801,3289809
Hungary,1802,3330105
Hungary,1803,3370895
Hungary,1804,3412185
Hungary,1805,3453980
Hungary,1806,3496288
Hungary,1807,3539113
Hungary,1808,3582463
Hungary,1809,3626344
Hungary,1810,3671307
Hungary,1811,3716276
Hungary,1812,3761796
Hungary,1813,3807874
Hungary,1814,3854516
Hungary,1815,3901730
Hungary,1816,3949521
Hungary,1817,3997899
Hungary,1818,4046868
Hungary,1819,4092356
Hungary,1820,4134289
Hungary,1821,4172594
Hungary,1822,4207196
Hungary,1823,4238019
Hungary,1824,4269068
Hungary,1825,4300344
Hungary,1826,4331849
Hungary,1827,4363586
Hungary,1828,4395554
Hungary,1829,4427757
Hungary,1830,4460196
Hungary,1831,4492873
Hungary,1832,4525789
Hungary,1833,4558946
Hungary,1834,4592346
Hungary,1835,4625990
Hungary,1836,4659881
Hungary,1837,4694021
Hungary,1838,4728411
Hungary,1839,4763052
Hungary,1840,4797947
Hungary,1841,4833098
Hungary,1842,4868507
Hungary,1843,4904175
Hungary,1844,4940104
Hungary,1845,4976296
Hungary,1846,5012754
Hungary,1847,5049479
Hungary,1848,5086472
Hungary,1849,5123254
Hungary,1850,5159819
Hungary,1851,5195874
Hungary,1852,5231698
Hungary,1853,5267286
Hungary,1854,5303117
Hungary,1855,5339191
Hungary,1856,5375510
Hungary,1857,5412077
Hungary,1858,5448892
Hungary,1859,5485958
Hungary,1860,5523276
Hungary,1861,5560847
Hungary,1862,5598674
Hungary,1863,5636759
Hungary,1864,5675102
Hungary,1865,5713707
Hungary,1866,5752574
Hungary,1867,5791705
Hungary,1868,5831102
Hungary,1869,5869333
Hungary,1870,5906380
Hungary,1871,5942227
Hungary,1872,5976860
Hungary,1873,6010261
Hungary,1874,6043848
Hungary,1875,6077623
Hungary,1876,6111587
Hungary,1877,6145740
Hungary,1878,6180085
Hungary,1879,6214621
Hungary,1880,6249350
Hungary,1881,6284274
Hungary,1882,6319392
Hungary,1883,6354707
Hungary,1884,6390219
Hungary,1885,6425929
Hungary,1886,6461839
Hungary,1887,6497950
Hungary,1888,6534262
Hungary,1889,6573067
Hungary,1890,6614394
Hungary,1891,6658274
Hungary,1892,6704738
Hungary,1893,6753819
Hungary,1894,6803259
Hungary,1895,6853061
Hungary,1896,6903227
Hungary,1897,6953760
Hungary,1898,7004664
Hungary,1899,7055444
Hungary,1900,7106097
Hungary,1901,7156618
Hungary,1902,7207003
Hungary,1903,7257247
Hungary,1904,7307841
Hungary,1905,7358788
Hungary,1906,7410090
Hungary,1907,7461749
Hungary,1908,7513769
Hungary,1909,7561436
Hungary,1910,7604701
Hungary,1911,7643515
Hungary,1912,7677830
Hungary,1913,7707596
Hungary,1914,7737477
Hungary,1915,7767474
Hungary,1916,7797587
Hungary,1917,7827817
Hungary,1918,7858603
Hungary,1919,7896685
Hungary,1920,7942153
Hungary,1921,7995099
Hungary,1922,8055612
Hungary,1923,8123785
Hungary,1924,8192535
Hungary,1925,8261866
Hungary,1926,8331785
Hungary,1927,8402295
Hungary,1928,8473402
Hungary,1929,8542835
Hungary,1930,8610564
Hungary,1931,8676559
Hungary,1932,8740788
Hungary,1933,8803220
Hungary,1934,8866098
Hungary,1935,8929425
Hungary,1936,8993204
Hungary,1937,9057438
Hungary,1938,9122132
Hungary,1939,9175084
Hungary,1940,9216204
Hungary,1941,9245400
Hungary,1942,9262582
Hungary,1943,9267656
Hungary,1944,9272733
Hungary,1945,9277812
Hungary,1946,9282895
Hungary,1947,9287980
Hungary,1948,9293068
Hungary,1949,9309618
Hungary,1950,9337718
Hungary,1951,9423047
Hungary,1952,9503843
Hungary,1953,9594226
Hungary,1954,9704531
Hungary,1955,9823339
Hungary,1956,9854134
Hungary,1957,9837654
Hungary,1958,9879817
Hungary,1959,9936025
Hungary,1960,9982618
Hungary,1961,10025842
Hungary,1962,10057460
Hungary,1963,10083331
Hungary,1964,10114177
Hungary,1965,10140858
Hungary,1966,10170086
Hungary,1967,10206829
Hungary,1968,10244346
Hungary,1969,10281127
Hungary,1970,10315367
Hungary,1971,10345368
Hungary,1972,10376619
Hungary,1973,10410508
Hungary,1974,10457951
Hungary,1975,10520241
Hungary,1976,10578511
Hungary,1977,10627916
Hungary,1978,10664861
Hungary,1979,10692722
Hungary,1980,10698682
Hungary,1981,10680617
Hungary,1982,10655628
Hungary,1983,10620933
Hungary,1984,10580910
Hungary,1985,10542756
Hungary,1986,10505773
Hungary,1987,10469197
Hungary,1988,10434269
Hungary,1989,10397176
Hungary,1990,10375989
Hungary,1991,10374750
Hungary,1992,10370067
Hungary,1993,10357423
Hungary,1994,10342435
Hungary,1995,10327171
Hungary,1996,10308272
Hungary,1997,10286223
Hungary,1998,10260965
Hungary,1999,10230263
Hungary,2000,10202054
Hungary,2001,10177955
Hungary,2002,10148404
Hungary,2003,10118060
Hungary,2004,10094499
Hungary,2005,10073533
Hungary,2006,10057063
Hungary,2007,10041171
Hungary,2008,10023508
Hungary,2009,10008581
Hungary,2010,9986832
Hungary,2011,9953247
Hungary,2012,9922133
Hungary,2013,9894637
Hungary,2014,9867906
Hungary,2015,9844250
Hungary,2016,9815106
Hungary,2017,9788940
Hungary,2018,9776361
Hungary,2019,9771799
Hungary,2020,9750571
Hungary,2021,9709784
Ireland,1800,5250000
Ireland,1801,5329879
Ireland,1802,5410972
Ireland,1803,5493300
Ireland,1804,5576881
Ireland,1805,5661733
Ireland,1806,5747876
Ireland,1807,5835329
Ireland,1808,5924114
Ireland,1809,6014249
Ireland,1810,6107148
Ireland,1811,6200068
Ireland,1812,6294402
Ireland,1813,6390171
Ireland,1814,6487397
Ireland,1815,6586102
Ireland,1816,6686310
Ireland,1817,6788042
Ireland,1818,6891322
Ireland,1819,6988457
Ireland,1820,7079278
Ireland,1821,7163614
Ireland,1822,7241288
Ireland,1823,7312122
Ireland,1824,7383648
Ireland,1825,7455874
Ireland,1826,7528807
Ireland,1827,7602453
Ireland,1828,7676819
Ireland,1829,7746740
Ireland,1830,7812138
Ireland,1831,7872935
Ireland,1832,7929052
Ireland,1833,7980409
Ireland,1834,8032100
Ireland,1835,8084125
Ireland,1836,8136487
Ireland,1837,8189188
Ireland,1838,8242230
Ireland,1839,8252749
Ireland,1840,8221292
Ireland,1841,8148395
Ireland,1842,8034579
Ireland,1843,7880357
Ireland,1844,7729095
Ireland,1845,7580737
Ireland,1846,7435227
Ireland,1847,7292509
Ireland,1848,7152531
Ireland,1849,7018882
Ireland,1850,6891380
Ireland,1851,6768203
Ireland,1852,6650879
Ireland,1853,6539235
Ireland,1854,6429466
Ireland,1855,6321538
Ireland,1856,6215422
Ireland,1857,6111087
Ireland,1858,6008503
Ireland,1859,5918580
Ireland,1860,5841021
Ireland,1861,5775536
Ireland,1862,5721842
Ireland,1863,5679657
Ireland,1864,5637784
Ireland,1865,5596218
Ireland,1866,5554959
Ireland,1867,5514004
Ireland,1868,5473350
Ireland,1869,5436309
Ireland,1870,5402839
Ireland,1871,5372898
Ireland,1872,5346446
Ireland,1873,5323442
Ireland,1874,5300537
Ireland,1875,5277730
Ireland,1876,5255021
Ireland,1877,5232409
Ireland,1878,5209894
Ireland,1879,5181609
Ireland,1880,5147638
Ireland,1881,5108066
Ireland,1882,5062975
Ireland,1883,5012447
Ireland,1884,4962424
Ireland,1885,4912899
Ireland,1886,4863868
Ireland,1887,4815326
Ireland,1888,4767268
Ireland,1889,4723737
Ireland,1890,4684663
Ireland,1891,4649978
Ireland,1892,4619615
Ireland,1893,4593507
Ireland,1894,4567547
Ireland,1895,4541732
Ireland,1896,4516064
Ireland,1897,4490540
Ireland,1898,4465160
Ireland,1899,4443025
Ireland,1900,4424108
Ireland,1901,4408385
Ireland,1902,4395829
Ireland,1903,4386416
Ireland,1904,4377023
Ireland,1905,4367650
Ireland,1906,4358296
Ireland,1907,4348962
Ireland,1908,4339648
Ireland,1909,4331518
Ireland,1910,4324569
Ireland,1911,4318796
Ireland,1912,4314196
Ireland,1913,4310765
Ireland,1914,4307336
Ireland,1915,4303910
Ireland,1916,4300487
Ireland,1917,4297066
Ireland,1918,4294708
Ireland,1919,4259285
Ireland,1920,4192107
Ireland,1921,4094434
Ireland,1922,3967476
Ireland,1923,3812396
Ireland,1924,3663378
Ireland,1925,3520184
Ireland,1926,3382587
Ireland,1927,3250369
Ireland,1928,3123319
Ireland,1929,3024351
Ireland,1930,2952393
Ireland,1931,2906413
Ireland,1932,2885420
Ireland,1933,2888461
Ireland,1934,2891506
Ireland,1935,2894554
Ireland,1936,2897605
Ireland,1937,2900660
Ireland,1938,2903717
Ireland,1939,2906263
Ireland,1940,2908297
Ireland,1941,2909818
Ireland,1942,2910825
Ireland,1943,2911319
Ireland,1944,2911812
Ireland,1945,2912306
Ireland,1946,2912799
Ireland,1947,2913293
Ireland,1948,2913787
Ireland,1949,2911552
Ireland,1950,2906608
Ireland,1951,2924713
Ireland,1952,2929379
Ireland,1953,2917036
Ireland,1954,2902783
Ireland,1955,2886375
Ireland,1956,2869658
Ireland,1957,2854321
Ireland,1958,2838765
Ireland,1959,2823474
Ireland,1960,2811075
Ireland,1961,2807012
Ireland,1962,2813072
Ireland,1963,2824097
Ireland,1964,2837439
Ireland,1965,2852404
Ireland,1966,2867008
Ireland,1967,2882744
Ireland,1968,2899653
Ireland,1969,2917193
Ireland,1970,2937647
Ireland,1971,2969402
Ireland,1972,3013995
Ireland,1973,3062017
Ireland,1974,3110101
Ireland,1975,3157921
Ireland,1976,3205754
Ireland,1977,3254661
Ireland,1978,3305575
Ireland,1979,3351902
Ireland,1980,3391393
Ireland,1981,3424834
Ireland,1982,3451220
Ireland,1983,3472904
Ireland,1984,3490937
Ireland,1985,3505781
Ireland,1986,3515672
Ireland,1987,3513702
Ireland,1988,3498032
Ireland,1989,3483316
Ireland,1990,3485370
Ireland,1991,3504806
Ireland,1992,3528370
Ireland,1993,3545700
Ireland,1994,3559396
Ireland,1995,3579486
Ireland,1996,3606725
Ireland,1997,3640157
Ireland,1998,3678670
Ireland,1999,3719918
Ireland,2000,3768954
Ireland,2001,3829019
Ireland,2002,3894256
Ireland,2003,3958706
Ireland,2004,4031961
Ireland,2005,4121220
Ireland,2006,4234809
Ireland,2007,4359841
Ireland,2008,4452393
Ireland,2009,4499797
Ireland,2010,4524581
Ireland,2011,4544504
Ireland,2012,4564550
Ireland,2013,4588830
Ireland,2014,4622165
Ireland,2015,4665764
Ireland,2016,4715791
Ireland,2017,4771860
Ireland,2018,4834506
Ireland,2019,4896021
Ireland,2020,4946123
Ireland,2021,4986525
Italy,1800,19000000
Italy,1801,19057138
Italy,1802,19114447
Italy,1803,19171929
Italy,1804,19229584
Italy,1805,19287412
Italy,1806,19345415
Italy,1807,19403591
Italy,1808,19461943
Italy,1809,19520470
Italy,1810,19579349
Italy,1811,19638229
Italy,1812,19697286
Italy,1813,19756521
Italy,1814,19815934
Italy,1815,19875525
Italy,1816,19935296
Italy,1817,19995247
Italy,1818,20055377
Italy,1819,20129529
Italy,1820,20217832
Italy,1821,20320419
Italy,1822,20437423
Italy,1823,20568978
Italy,1824,20701381
Italy,1825,20834635
Italy,1826,20968748
Italy,1827,21103723
Italy,1828,21239568
Italy,1829,21376294
Italy,1830,21513909
Italy,1831,21652416
Italy,1832,21791823
Italy,1833,21932135
Italy,1834,22073351
Italy,1835,22215476
Italy,1836,22358516
Italy,1837,22502477
Italy,1838,22647364
Italy,1839,22793194
Italy,1840,22939972
Italy,1841,23087704
Italy,1842,23236396
Italy,1843,23386055
Italy,1844,23536678
Italy,1845,23688271
Italy,1846,23840841
Italy,1847,23994393
Italy,1848,24148934
Italy,1849,24304454
Italy,1850,24460960
Italy,1851,24612813
Italy,1852,24765592
Italy,1853,24919302
Italy,1854,25073965
Italy,1855,25229586
Italy,1856,25386172
Italy,1857,25543728
Italy,1858,25702261
Italy,1859,25863255
Italy,1860,26026734
Italy,1861,26192723
Italy,1862,26361247
Italy,1863,26532332
Italy,1864,26704525
Italy,1865,26877835
Italy,1866,27052267
Italy,1867,27227831
Italy,1868,27404532
Italy,1869,27576990
Italy,1870,27745148
Italy,1871,27908950
Italy,1872,28068339
Italy,1873,28223256
Italy,1874,28379027
Italy,1875,28535657
Italy,1876,28693149
Italy,1877,28851509
Italy,1878,29010741
Italy,1879,29178818
Italy,1880,29355842
Italy,1881,29541914
Italy,1882,29737139
Italy,1883,29941621
Italy,1884,30147508
Italy,1885,30354809
Italy,1886,30563534
Italy,1887,30773692
Italy,1888,30985293
Italy,1889,31191675
Italy,1890,31392763
Italy,1891,31588484
Italy,1892,31778763
Italy,1893,31963526
Italy,1894,32149360
Italy,1895,32336274
Italy,1896,32524272
Italy,1897,32713362
Italy,1898,32903549
Italy,1899,33109815
Italy,1900,33332371
Italy,1901,33571430
Italy,1902,33827207
Italy,1903,34099919
Italy,1904,34374827
Italy,1905,34651950
Italy,1906,34931305
Italy,1907,35212911
Italy,1908,35496784
Italy,1909,35739219
Italy,1910,35939804
Italy,1911,36098124
Italy,1912,36213760
Italy,1913,36286291
Italy,1914,36358965
Italy,1915,36431783
Italy,1916,36504744
Italy,1917,36577850
Italy,1918,36659635
Italy,1919,36789373
Italy,1920,36967588
Italy,1921,37194808
Italy,1922,37471567
Italy,1923,37798403
Italy,1924,38128090
Italy,1925,38460652
Italy,1926,38796116
Italy,1927,39134505
Italy,1928,39475845
Italy,1929,39817412
Italy,1930,40159184
Italy,1931,40501139
Italy,1932,40843255
Italy,1933,41185511
Italy,1934,41530635
Italy,1935,41878651
Italy,1936,42229584
Italy,1937,42583457
Italy,1938,42940295
Italy,1939,43279914
Italy,1940,43602046
Italy,1941,43906421
Italy,1942,44192767
Italy,1943,44460808
Italy,1944,44730474
Italy,1945,45001776
Italy,1946,45274723
Italy,1947,45549326
Italy,1948,45825595
Italy,1949,46106450
Italy,1950,46391944
Italy,1951,46750764
Italy,1952,47016488
Italy,1953,47412148
Italy,1954,47833768
Italy,1955,48130728
Italy,1956,48403440
Italy,1957,48660256
Italy,1958,48930472
Italy,1959,49224672
Italy,1960,49517708
Italy,1961,49812724
Italy,1962,50162244
Italy,1963,50555128
Italy,1964,50997780
Italy,1965,51452860
Italy,1966,51882568
Italy,1967,52294440
Italy,1968,52661072
Italy,1969,53001508
Italy,1970,53324036
Italy,1971,53636100
Italy,1972,53995428
Italy,1973,54379588
Italy,1974,54750684
Italy,1975,55093992
Italy,1976,55388904
Italy,1977,55649672
Italy,1978,55877016
Italy,1979,56070680
Italy,1980,56329480
Italy,1981,56532908
Italy,1982,56585840
Italy,1983,56607516
Italy,1984,56620236
Italy,1985,56636468
Italy,1986,56639056
Italy,1987,56644528
Italy,1988,56670880
Italy,1989,56711524
Italy,1990,56756560
Italy,1991,56794488
Italy,1992,56833184
Italy,1993,56869456
Italy,1994,56883820
Italy,1995,56885124
Italy,1996,56898972
Italy,1997,56925808
Italy,1998,56938736
Italy,1999,56945064
Italy,2000,56966400
Italy,2001,56994992
Italy,2002,57107576
Italy,2003,57425176
Italy,2004,57860664
Italy,2005,58199876
Italy,2006,58429904
Italy,2007,58778480
Italy,2008,59224228
Italy,2009,59562844
Italy,2010,59822452
Italy,2011,60025952
Italy,2012,60190152
Italy,2013,60312600
Italy,2014,60322792
Italy,2015,60232908
Italy,2016,60118628
Italy,2017,60004024
Italy,2018,59877432
Italy,2019,59727936
Italy,2020,59500576
Italy,2021,59240336
Latvia,1800,590588
Latvia,1801,590588
Latvia,1802,590588
Latvia,1803,590588
Latvia,1804,590588
Latvia,1805,590588
Latvia,1806,590588
Latvia,1807,590588
Latvia,1808,590588
Latvia,1809,590588
Latvia,1810,590588
Latvia,1811,590588
Latvia,1812,590588
Latvia,1813,590588
Latvia,1814,590588
Latvia,1815,590588
Latvia,1816,590588
Latvia,1817,590588
Latvia,1818,590588
Latvia,1819,592524
Latvia,1820,596429
Latvia,1821,602334
Latvia,1822,610273
Latvia,1823,620277
Latvia,1824,630446
Latvia,1825,640782
Latvia,1826,651287
Latvia,1827,661965
Latvia,1828,672817
Latvia,1829,683847
Latvia,1830,695058
Latvia,1831,706453
Latvia,1832,718035
Latvia,1833,729807
Latvia,1834,741771
Latvia,1835,753932
Latvia,1836,766292
Latvia,1837,778855
Latvia,1838,791623
Latvia,1839,804602
Latvia,1840,817792
Latvia,1841,831199
Latvia,1842,844826
Latvia,1843,858676
Latvia,1844,872754
Latvia,1845,887062
Latvia,1846,901605
Latvia,1847,916386
Latvia,1848,931409
Latvia,1849,946679
Latvia,1850,962199
Latvia,1851,977785
Latvia,1852,993623
Latvia,1853,1009718
Latvia,1854,1026073
Latvia,1855,1042693
Latvia,1856,1059583
Latvia,1857,1076746
Latvia,1858,1094187
Latvia,1859,1111910
Latvia,1860,1129921
Latvia,1861,1148223
Latvia,1862,1166822
Latvia,1863,1185722
Latvia,1864,1204928
Latvia,1865,1224444
Latvia,1866,1244278
Latvia,1867,1264432
Latvia,1868,1284912
Latvia,1869,1305725
Latvia,1870,1326874
Latvia,1871,1348366
Latvia,1872,1370206
Latvia,1873,1392400
Latvia,1874,1414953
Latvia,1875,1437871
Latvia,1876,1461160
Latvia,1877,1484827
Latvia,1878,1508877
Latvia,1879,1533316
Latvia,1880,1558152
Latvia,1881,1583389
Latvia,1882,1609035
Latvia,1883,1635097
Latvia,1884,1661580
Latvia,1885,1688492
Latvia,1886,1715841
Latvia,1887,1743632
Latvia,1888,1771873
Latvia,1889,1800571
Latvia,1890,1829735
Latvia,1891,1859370
Latvia,1892,1889486
Latvia,1893,1920089
Latvia,1894,1951188
Latvia,1895,1982790
Latvia,1896,2014904
Latvia,1897,2047538
Latvia,1898,2080701
Latvia,1899,2114401
Latvia,1900,2148646
Latvia,1901,2183446
Latvia,1902,2218809
Latvia,1903,2254746
Latvia,1904,2291264
Latvia,1905,2328373
Latvia,1906,2366084
Latvia,1907,2404405
Latvia,1908,2443347
Latvia,1909,2458540
Latvia,1910,2450389
Latvia,1911,2419277
Latvia,1912,2365569
Latvia,1913,2289615
Latvia,1914,2216099
Latvia,1915,2144944
Latvia,1916,2076073
Latvia,1917,2009414
Latvia,1918,1945275
Latvia,1919,1895880
Latvia,1920,1860798
Latvia,1921,1839607
Latvia,1922,1831902
Latvia,1923,1837292
Latvia,1924,1842696
Latvia,1925,1848117
Latvia,1926,1853554
Latvia,1927,1859007
Latvia,1928,1864476
Latvia,1929,1869852
Latvia,1930,1875135
Latvia,1931,1880325
Latvia,1932,1885420
Latvia,1933,1890421
Latvia,1934,1895435
Latvia,1935,1900462
Latvia,1936,1905503
Latvia,1937,1910557
Latvia,1938,1915624
Latvia,1939,1919396
Latvia,1940,1921871
Latvia,1941,1923045
Latvia,1942,1922916
Latvia,1943,1921482
Latvia,1944,1920049
Latvia,1945,1918617
Latvia,1946,1917186
Latvia,1947,1915756
Latvia,1948,1914327
Latvia,1949,1916573
Latvia,1950,1922524
Latvia,1951,1944999
Latvia,1952,1967170
Latvia,1953,1988469
Latvia,1954,2010067
Latvia,1955,2032506
Latvia,1956,2054645
Latvia,1957,2077358
Latvia,1958,2101587
Latvia,1959,2127087
Latvia,1960,2154253
Latvia,1961,2182716
Latvia,1962,2210152
Latvia,1963,2236423
Latvia,1964,2262862
Latvia,1965,2287813
Latvia,1966,2310943
Latvia,1967,2333511
Latvia,1968,2355476
Latvia,1969,2376691
Latvia,1970,2397412
Latvia,1971,2418302
Latvia,1972,2438490
Latvia,1973,2457030
Latvia,1974,2475080
Latvia,1975,2492531
Latvia,1976,2508852
Latvia,1977,2524842
Latvia,1978,2540598
Latvia,1979,2556226
Latvia,1980,2572039
Latvia,1981,2588054
Latvia,1982,2604944
Latvia,1983,2623160
Latvia,1984,2640609
Latvia,1985,2655099
Latvia,1986,2668865
Latvia,1987,2681830
Latvia,1988,2690475
Latvia,1989,2693388
Latvia,1990,2689398
Latvia,1991,2678970
Latvia,1992,2662885
Latvia,1993,2638889
Latvia,1994,2606464
Latvia,1995,2570150
Latvia,1996,2534288
Latvia,1997,2498881
Latvia,1998,2462333
Latvia,1999,2426357
Latvia,2000,2392536
Latvia,2001,2359255
Latvia,2002,2326150
Latvia,2003,2294342
Latvia,2004,2263453
Latvia,2005,2233165
Latvia,2006,2203917
Latvia,2007,2176059
Latvia,2008,2150411
Latvia,2009,2126268
Latvia,2010,2101537
Latvia,2011,2076974
Latvia,2012,2053635
Latvia,2013,2031491
Latvia,2014,2011040
Latvia,2015,1991951
Latvia,2016,1973477
Latvia,2017,1954861
Latvia,2018,1935632
Latvia,2019,1916552
Latvia,2020,1897057
Latvia,2021,1873926
Lithuania,1800,778655
Lithuania,1801,778655
Lithuania,1802,778655
Lithuania,1803,778655
Lithuania,1804,778655
Lithuania,1805,778655
Lithuania,1806,778655
Lithuania,1807,778655
Lithuania,1808,778655
Lithuania,1809,778655
Lithuania,1810,778655
Lithuania,1811,778655
Lithuania,1812,778655
Lithuania,1813,778655
Lithuania,1814,778655
Lithuania,1815,778655
Lithuania,1816,778655
Lithuania,1817,778655
Lithuania,1818,778655
Lithuania,1819,780957
Lithuania,1820,785594
Lithuania,1821,792601
Lithuania,1822,802014
Lithuania,1823,813867
Lithuania,1824,825895
Lithuania,1825,838101
Lithuania,1826,850488
Lithuania,1827,863057
Lithuania,1828,875813
Lithuania,1829,888757
Lithuania,1830,901892
Lithuania,1831,915221
Lithuania,1832,928747
Lithuania,1833,942473
Lithuania,1834,956403
Lithuania,1835,970537
Lithuania,1836,984881
Lithuania,1837,999437
Lithuania,1838,1014208
Lithuania,1839,1029197
Lithuania,1840,1044408
Lithuania,1841,1059844
Lithuania,1842,1075507
Lithuania,1843,1091403
Lithuania,1844,1107533
Lithuania,1845,1123901
Lithuania,1846,1140512
Lithuania,1847,1157368
Lithuania,1848,1174473
Lithuania,1849,1191830
Lithuania,1850,1209445
Lithuania,1851,1227363
Lithuania,1852,1245548
Lithuania,1853,1264001
Lithuania,1854,1282728
Lithuania,1855,1301733
Lithuania,1856,1321019
Lithuania,1857,1340590
Lithuania,1858,1360452
Lithuania,1859,1380608
Lithuania,1860,1401063
Lithuania,1861,1421820
Lithuania,1862,1442886
Lithuania,1863,1464263
Lithuania,1864,1485957
Lithuania,1865,1507972
Lithuania,1866,1530314
Lithuania,1867,1552986
Lithuania,1868,1575995
Lithuania,1869,1599344
Lithuania,1870,1623040
Lithuania,1871,1647086
Lithuania,1872,1671488
Lithuania,1873,1696253
Lithuania,1874,1721384
Lithuania,1875,1746887
Lithuania,1876,1772768
Lithuania,1877,1799033
Lithuania,1878,1825687
Lithuania,1879,1852735
Lithuania,1880,1880185
Lithuania,1881,1908041
Lithuania,1882,1936310
Lithuania,1883,1964997
Lithuania,1884,1994110
Lithuania,1885,2023654
Lithuania,1886,2053636
Lithuania,1887,2084061
Lithuania,1888,2114938
Lithuania,1889,2146272
Lithuania,1890,2178071
Lithuania,1891,2210340
Lithuania,1892,2243087
Lithuania,1893,2276320
Lithuania,1894,2310045
Lithuania,1895,2344270
Lithuania,1896,2379002
Lithuania,1897,2414248
Lithuania,1898,2450017
Lithuania,1899,2486315
Lithuania,1900,2523151
Lithuania,1901,2560533
Lithuania,1902,2598469
Lithuania,1903,2636967
Lithuania,1904,2676035
Lithuania,1905,2715682
Lithuania,1906,2755916
Lithuania,1907,2796747
Lithuania,1908,2838182
Lithuania,1909,2856127
Lithuania,1910,2850870
Lithuania,1911,2822686
Lithuania,1912,2771839
Lithuania,1913,2698580
Lithuania,1914,2627257
Lithuania,1915,2557819
Lithuania,1916,2490216
Lithuania,1917,2424401
Lithuania,1918,2360240
Lithuania,1919,2313316
Lithuania,1920,2283303
Lithuania,1921,2269882
Lithuania,1922,2272745
Lithuania,1923,2291594
