Entity,Year,Population (historical estimates)
Portugal,1989,10020318
Portugal,1990,10007347
Portugal,1991,9986418
Portugal,1992,9978745
Portugal,1993,9992104
Portugal,1994,10018101
Portugal,1995,10051250
Portugal,1996,10087653
Portugal,1997,10130547
Portugal,1998,10179419
Portugal,1999,10233373
Portugal,2000,10300632
Portugal,2001,10371815
Portugal,2002,10430913
Portugal,2003,10473345
Portugal,2004,10501523
Portugal,2005,10523314
Portugal,2006,10543946
Portugal,2007,10565547
Portugal,2008,10580963
Portugal,2009,10591341
Portugal,2010,10588401
Portugal,2011,10564820
Portugal,2012,10522085
Portugal,2013,10464537
Portugal,2014,10408379
Portugal,2015,10365436
Portugal,2016,10332751
Portugal,2017,10307528
Portugal,2018,10289833
Portugal,2019,10289921
Portugal,2020,10298186
Portugal,2021,10290109
Romania,1800,5500000
Romania,1801,5541358
Romania,1802,5583027
Romania,1803,5625009
Romania,1804,5667307
Romania,1805,5709923
Romania,1806,5752859
Romania,1807,5796119
Romania,1808,5839703
Romania,1809,5883615
Romania,1810,5928191
Romania,1811,5972768
Romania,1812,6017681
Romania,1813,6062932
Romania,1814,6108523
Romania,1815,6154457
Romania,1816,6200736
Romania,1817,6247363
Romania,1818,6294341
Romania,1819,6341677
Romania,1820,6389374
Romania,1821,6437435
Romania,1822,6485863
Romania,1823,6534660
Romania,1824,6583824
Romania,1825,6633359
Romania,1826,6683265
Romania,1827,6733548
Romania,1828,6784208
Romania,1829,6835250
Romania,1830,6886676
Romania,1831,6938489
Romania,1832,6990691
Romania,1833,7043287
Romania,1834,7096278
Romania,1835,7149667
Romania,1836,7203459
Romania,1837,7257655
Romania,1838,7312259
Romania,1839,7367273
Romania,1840,7422702
Romania,1841,7478548
Romania,1842,7534813
Romania,1843,7591502
Romania,1844,7648618
Romania,1845,7706163
Romania,1846,7764141
Romania,1847,7822556
Romania,1848,7881410
Romania,1849,7939705
Romania,1850,7997430
Romania,1851,8054479
Romania,1852,8110934
Romania,1853,8166784
Romania,1854,8223019
Romania,1855,8279640
Romania,1856,8336652
Romania,1857,8394056
Romania,1858,8451855
Romania,1859,8510052
Romania,1860,8568650
Romania,1861,8627652
Romania,1862,8687060
Romania,1863,8746876
Romania,1864,8807105
Romania,1865,8867749
Romania,1866,8928810
Romania,1867,8990291
Romania,1868,9052196
Romania,1869,9113124
Romania,1870,9173060
Romania,1871,9231989
Romania,1872,9289894
Romania,1873,9346761
Romania,1874,9403976
Romania,1875,9461541
Romania,1876,9519459
Romania,1877,9577731
Romania,1878,9636360
Romania,1879,9695347
Romania,1880,9754696
Romania,1881,9814408
Romania,1882,9874486
Romania,1883,9934931
Romania,1884,9995746
Romania,1885,10056934
Romania,1886,10118496
Romania,1887,10180435
Romania,1888,10242753
Romania,1889,10304941
Romania,1890,10366994
Romania,1891,10428908
Romania,1892,10490681
Romania,1893,10552307
Romania,1894,10614295
Romania,1895,10676648
Romania,1896,10739367
Romania,1897,10802454
Romania,1898,10865912
Romania,1899,10933526
Romania,1900,11005350
Romania,1901,11081437
Romania,1902,11161841
Romania,1903,11246617
Romania,1904,11332037
Romania,1905,11418106
Romania,1906,11504829
Romania,1907,11592210
Romania,1908,11680255
Romania,1909,11760236
Romania,1910,11832057
Romania,1911,11895622
Romania,1912,11950834
Romania,1913,11997596
Romania,1914,12044540
Romania,1915,12091668
Romania,1916,12138981
Romania,1917,12186478
Romania,1918,12234305
Romania,1919,12306467
Romania,1920,12403390
Romania,1921,12525509
Romania,1922,12673261
Romania,1923,12847094
Romania,1924,13023310
Romania,1925,13201944
Romania,1926,13383028
Romania,1927,13566595
Romania,1928,13752681
Romania,1929,13936009
Romania,1930,14116480
Romania,1931,14293990
Romania,1932,14468434
Romania,1933,14639706
Romania,1934,14813005
Romania,1935,14988356
Romania,1936,15165782
Romania,1937,15345308
Romania,1938,15526960
Romania,1939,15681114
Romania,1940,15807371
Romania,1941,15905325
Romania,1942,15974568
Romania,1943,16014683
Romania,1944,16054899
Romania,1945,16095216
Romania,1946,16135634
Romania,1947,16176154
Romania,1948,16216775
Romania,1949,16288894
Romania,1950,16392973
Romania,1951,16612736
Romania,1952,16828590
Romania,1953,17041124
Romania,1954,17250992
Romania,1955,17455292
Romania,1956,17668032
Romania,1957,17884930
Romania,1958,18089940
Romania,1959,18282524
Romania,1960,18458012
Romania,1961,18622908
Romania,1962,18770328
Romania,1963,18895146
Romania,1964,19010056
Romania,1965,19117072
Romania,1966,19221488
Romania,1967,19348540
Romania,1968,19515304
Romania,1969,19711720
Romania,1970,19922620
Romania,1971,20145242
Romania,1972,20382178
Romania,1973,20628254
Romania,1974,20889666
Romania,1975,21167270
Romania,1976,21449642
Romania,1977,21678700
Romania,1978,21844028
Romania,1979,21993496
Romania,1980,22125226
Romania,1981,22237474
Romania,1982,22331062
Romania,1983,22403760
Romania,1984,22465040
Romania,1985,22525364
Romania,1986,22587322
Romania,1987,22653810
Romania,1988,22719092
Romania,1989,22788042
Romania,1990,22836234
Romania,1991,22842488
Romania,1992,22800964
Romania,1993,22721662
Romania,1994,22632776
Romania,1995,22533138
Romania,1996,22417872
Romania,1997,22289540
Romania,1998,22161240
Romania,1999,22039006
Romania,2000,21919882
Romania,2001,21797588
Romania,2002,21653530
Romania,2003,21481322
Romania,2004,21289292
Romania,2005,21092264
Romania,2006,20909406
Romania,2007,20744226
Romania,2008,20597516
Romania,2009,20466318
Romania,2010,20335212
Romania,2011,20220286
Romania,2012,20137112
Romania,2013,20066550
Romania,2014,19995836
Romania,2015,19906078
Romania,2016,19797820
Romania,2017,19698852
Romania,2018,19606778
Romania,2019,19524212
Romania,2020,19442040
Romania,2021,19328558
Slovakia,1800,2140651
Slovakia,1801,2140651
Slovakia,1802,2140651
Slovakia,1803,2140651
Slovakia,1804,2140651
Slovakia,1805,2140651
Slovakia,1806,2140651
Slovakia,1807,2140651
Slovakia,1808,2140651
Slovakia,1809,2140651
Slovakia,1810,2140651
Slovakia,1811,2140651
Slovakia,1812,2140651
Slovakia,1813,2140651
Slovakia,1814,2140651
Slovakia,1815,2140651
Slovakia,1816,2140651
Slovakia,1817,2140651
Slovakia,1818,2140651
Slovakia,1819,2142239
Slovakia,1820,2145419
Slovakia,1821,2150200
Slovakia,1822,2156585
Slovakia,1823,2164582
Slovakia,1824,2172608
Slovakia,1825,2180664
Slovakia,1826,2188750
Slovakia,1827,2196866
Slovakia,1828,2205012
Slovakia,1829,2213189
Slovakia,1830,2221395
Slovakia,1831,2229632
Slovakia,1832,2237900
Slovakia,1833,2246198
Slovakia,1834,2254527
Slovakia,1835,2262887
Slovakia,1836,2271278
Slovakia,1837,2279700
Slovakia,1838,2288153
Slovakia,1839,2296638
Slovakia,1840,2305154
Slovakia,1841,2313701
Slovakia,1842,2322281
Slovakia,1843,2330892
Slovakia,1844,2339535
Slovakia,1845,2348210
Slovakia,1846,2356917
Slovakia,1847,2365657
Slovakia,1848,2374429
Slovakia,1849,2383233
Slovakia,1850,2392070
Slovakia,1851,2400733
Slovakia,1852,2409427
Slovakia,1853,2418153
Slovakia,1854,2426910
Slovakia,1855,2435699
Slovakia,1856,2444519
Slovakia,1857,2453372
Slovakia,1858,2462257
Slovakia,1859,2471173
Slovakia,1860,2480123
Slovakia,1861,2489104
Slovakia,1862,2498118
Slovakia,1863,2507165
Slovakia,1864,2516244
Slovakia,1865,2525356
Slovakia,1866,2534501
Slovakia,1867,2543679
Slovakia,1868,2552891
Slovakia,1869,2562136
Slovakia,1870,2571414
Slovakia,1871,2580726
Slovakia,1872,2590071
Slovakia,1873,2599451
Slovakia,1874,2608864
Slovakia,1875,2618312
Slovakia,1876,2627793
Slovakia,1877,2637309
Slovakia,1878,2646859
Slovakia,1879,2656444
Slovakia,1880,2666064
Slovakia,1881,2675718
Slovakia,1882,2685408
Slovakia,1883,2695132
Slovakia,1884,2704892
Slovakia,1885,2714687
Slovakia,1886,2724517
Slovakia,1887,2734383
Slovakia,1888,2744285
Slovakia,1889,2754222
Slovakia,1890,2764196
Slovakia,1891,2774205
Slovakia,1892,2784251
Slovakia,1893,2794333
Slovakia,1894,2804452
Slovakia,1895,2814607
Slovakia,1896,2824799
Slovakia,1897,2835028
Slovakia,1898,2845294
Slovakia,1899,2855597
Slovakia,1900,2865937
Slovakia,1901,2876315
Slovakia,1902,2886730
Slovakia,1903,2897183
Slovakia,1904,2907674
Slovakia,1905,2918203
Slovakia,1906,2928770
Slovakia,1907,2939375
Slovakia,1908,2950019
Slovakia,1909,2960701
Slovakia,1910,2971421
Slovakia,1911,2982181
Slovakia,1912,2992979
Slovakia,1913,3003817
Slovakia,1914,3014694
Slovakia,1915,3025610
Slovakia,1916,3036565
Slovakia,1917,3047561
Slovakia,1918,3058861
Slovakia,1919,3070204
Slovakia,1920,3081588
Slovakia,1921,3093015
Slovakia,1922,3104484
Slovakia,1923,3115995
Slovakia,1924,3127549
Slovakia,1925,3139147
Slovakia,1926,3150787
Slovakia,1927,3162470
Slovakia,1928,3174196
Slovakia,1929,3185967
Slovakia,1930,3197780
Slovakia,1931,3209638
Slovakia,1932,3221539
Slovakia,1933,3233485
Slovakia,1934,3245475
Slovakia,1935,3257509
Slovakia,1936,3269588
Slovakia,1937,3281712
Slovakia,1938,3293881
Slovakia,1939,3306094
Slovakia,1940,3318354
Slovakia,1941,3330658
Slovakia,1942,3343008
Slovakia,1943,3355404
Slovakia,1944,3367846
Slovakia,1945,3380334
Slovakia,1946,3392869
Slovakia,1947,3405450
Slovakia,1948,3418077
Slovakia,1949,3438089
Slovakia,1950,3465627
Slovakia,1951,3524948
Slovakia,1952,3591185
Slovakia,1953,3659429
Slovakia,1954,3727387
Slovakia,1955,3796627
Slovakia,1956,3867650
Slovakia,1957,3936318
Slovakia,1958,4002220
Slovakia,1959,4064387
Slovakia,1960,4124235
Slovakia,1961,4185083
Slovakia,1962,4235341
Slovakia,1963,4277652
Slovakia,1964,4322116
Slovakia,1965,4363517
Slovakia,1966,4400355
Slovakia,1967,4433964
Slovakia,1968,4463936
Slovakia,1969,4492217
Slovakia,1970,4522872
Slovakia,1971,4557506
Slovakia,1972,4597162
Slovakia,1973,4641292
Slovakia,1974,4688474
Slovakia,1975,4737067
Slovakia,1976,4786345
Slovakia,1977,4835452
Slovakia,1978,4883372
Slovakia,1979,4930974
Slovakia,1980,4973886
Slovakia,1981,5011719
Slovakia,1982,5048149
Slovakia,1983,5082435
Slovakia,1984,5115048
Slovakia,1985,5146573
Slovakia,1986,5175412
Slovakia,1987,5201175
Slovakia,1988,5224911
Slovakia,1989,5245120
Slovakia,1990,5261310
Slovakia,1991,5280230
Slovakia,1992,5301897
Slovakia,1993,5321863
Slovakia,1994,5338814
Slovakia,1995,5349999
Slovakia,1996,5358288
Slovakia,1997,5365829
Slovakia,1998,5371086
Slovakia,1999,5374617
Slovakia,2000,5376700
Slovakia,2001,5376457
Slovakia,2002,5375206
Slovakia,2003,5374381
Slovakia,2004,5374932
Slovakia,2005,5376251
Slovakia,2006,5377239
Slovakia,2007,5378381
Slovakia,2008,5381641
Slovakia,2009,5388934
Slovakia,2010,5396428
Slovakia,2011,5402686
Slovakia,2012,5409283
Slovakia,2013,5414744
Slovakia,2014,5419572
Slovakia,2015,5424449
Slovakia,2016,5431205
Slovakia,2017,5439418
Slovakia,2018,5446746
Slovakia,2019,5453932
Slovakia,2020,5456681
Slovakia,2021,5447621
Slovenia,1800,469664
Slovenia,1801,469664
Slovenia,1802,469664
Slovenia,1803,469664
Slovenia,1804,469664
Slovenia,1805,469664
Slovenia,1806,469664
Slovenia,1807,469664
Slovenia,1808,469664
Slovenia,1809,469664
Slovenia,1810,469664
Slovenia,1811,469664
Slovenia,1812,469664
Slovenia,1813,469664
Slovenia,1814,469664
Slovenia,1815,469664
Slovenia,1816,469664
Slovenia,1817,469664
Slovenia,1818,469664
Slovenia,1819,470491
Slovenia,1820,472152
Slovenia,1821,474655
Slovenia,1822,478007
Slovenia,1823,482215
Slovenia,1824,486460
Slovenia,1825,490743
Slovenia,1826,495063
Slovenia,1827,499422
Slovenia,1828,503818
Slovenia,1829,508254
Slovenia,1830,512728
Slovenia,1831,517242
Slovenia,1832,521796
Slovenia,1833,526390
Slovenia,1834,531024
Slovenia,1835,535699
Slovenia,1836,540415
Slovenia,1837,545173
Slovenia,1838,549972
Slovenia,1839,554814
Slovenia,1840,559698
Slovenia,1841,564626
Slovenia,1842,569597
Slovenia,1843,574611
Slovenia,1844,579670
Slovenia,1845,584773
Slovenia,1846,589921
Slovenia,1847,595115
Slovenia,1848,600354
Slovenia,1849,605639
Slovenia,1850,610971
Slovenia,1851,616223
Slovenia,1852,621519
Slovenia,1853,626861
Slovenia,1854,632248
Slovenia,1855,637682
Slovenia,1856,643163
Slovenia,1857,648691
Slovenia,1858,654266
Slovenia,1859,659889
Slovenia,1860,665560
Slovenia,1861,671280
Slovenia,1862,677049
Slovenia,1863,682868
Slovenia,1864,688737
Slovenia,1865,694656
Slovenia,1866,700626
Slovenia,1867,706647
Slovenia,1868,712720
Slovenia,1869,718846
Slovenia,1870,725023
Slovenia,1871,731254
Slovenia,1872,737538
Slovenia,1873,743877
Slovenia,1874,750270
Slovenia,1875,756717
Slovenia,1876,763220
Slovenia,1877,769779
Slovenia,1878,776394
Slovenia,1879,783066
Slovenia,1880,789796
Slovenia,1881,796583
Slovenia,1882,803428
Slovenia,1883,810332
Slovenia,1884,817296
Slovenia,1885,824319
Slovenia,1886,831403
Slovenia,1887,838547
Slovenia,1888,845753
Slovenia,1889,853021
Slovenia,1890,860351
Slovenia,1891,867744
Slovenia,1892,875201
Slovenia,1893,882721
Slovenia,1894,890306
Slovenia,1895,897957
Slovenia,1896,905673
Slovenia,1897,913455
Slovenia,1898,921304
Slovenia,1899,929221
Slovenia,1900,937205
Slovenia,1901,945258
Slovenia,1902,953380
Slovenia,1903,961572
Slovenia,1904,969835
Slovenia,1905,978168
Slovenia,1906,986573
Slovenia,1907,995050
Slovenia,1908,1003599
Slovenia,1909,1012223
Slovenia,1910,1020920
Slovenia,1911,1029692
Slovenia,1912,1038539
Slovenia,1913,1047462
Slovenia,1914,1056462
Slovenia,1915,1065539
Slovenia,1916,1074694
Slovenia,1917,1083928
Slovenia,1918,1093471
Slovenia,1919,1103097
Slovenia,1920,1112809
Slovenia,1921,1122606
Slovenia,1922,1132489
Slovenia,1923,1142459
Slovenia,1924,1152517
Slovenia,1925,1162663
Slovenia,1926,1172899
Slovenia,1927,1183225
Slovenia,1928,1193642
Slovenia,1929,1204150
Slovenia,1930,1214751
Slovenia,1931,1225445
Slovenia,1932,1236234
Slovenia,1933,1247117
Slovenia,1934,1258096
Slovenia,1935,1269172
Slovenia,1936,1280346
Slovenia,1937,1291618
Slovenia,1938,1302989
Slovenia,1939,1314460
Slovenia,1940,1326032
Slovenia,1941,1337706
Slovenia,1942,1349483
Slovenia,1943,1361363
Slovenia,1944,1373348
Slovenia,1945,1385439
Slovenia,1946,1397636
Slovenia,1947,1409940
Slovenia,1948,1422353
Slovenia,1949,1434054
Slovenia,1950,1445042
Slovenia,1951,1458640
Slovenia,1952,1472897
Slovenia,1953,1488606
Slovenia,1954,1505247
Slovenia,1955,1521776
Slovenia,1956,1538085
Slovenia,1957,1554155
Slovenia,1958,1569732
Slovenia,1959,1584907
Slovenia,1960,1599581
Slovenia,1961,1613630
Slovenia,1962,1627388
Slovenia,1963,1641167
Slovenia,1964,1655107
Slovenia,1965,1669454
Slovenia,1966,1684516
Slovenia,1967,1699824
Slovenia,1968,1714465
Slovenia,1969,1728170
Slovenia,1970,1741287
Slovenia,1971,1754882
Slovenia,1972,1769715
Slovenia,1973,1785228
Slovenia,1974,1800976
Slovenia,1975,1817046
Slovenia,1976,1833548
Slovenia,1977,1850370
Slovenia,1978,1867385
Slovenia,1979,1884600
Slovenia,1980,1901574
Slovenia,1981,1916322
Slovenia,1982,1927957
Slovenia,1983,1937239
Slovenia,1984,1945148
Slovenia,1985,1952526
Slovenia,1986,1959559
Slovenia,1987,1966500
Slovenia,1988,1973499
Slovenia,1989,1980179
Slovenia,1990,1986030
Slovenia,1991,1989799
Slovenia,1992,1991344
Slovenia,1993,1991685
Slovenia,1994,1991454
Slovenia,1995,1991115
Slovenia,1996,1990671
Slovenia,1997,1989831
Slovenia,1998,1988287
Slovenia,1999,1986263
Slovenia,2000,1984339
Slovenia,2001,1982489
Slovenia,2002,1983769
Slovenia,2003,1989413
Slovenia,2004,1996731
Slovenia,2005,2004780
Slovenia,2006,2013577
Slovenia,2007,2023230
Slovenia,2008,2034037
Slovenia,2009,2045578
Slovenia,2010,2057294
Slovenia,2011,2065457
Slovenia,2012,2069365
Slovenia,2013,2072374
Slovenia,2014,2074923
Slovenia,2015,2080865
Slovenia,2016,2090020
Slovenia,2017,2098396
Slovenia,2018,2105931
Slovenia,2019,2112905
Slovenia,2020,2117648
Slovenia,2021,2119408
Spain,1800,11500000
Spain,1801,11534168
Spain,1802,11568438
Spain,1803,11602809
Spain,1804,11637283
Spain,1805,11671859
Spain,1806,11706538
Spain,1807,11741320
Spain,1808,11776205
Spain,1809,11811194
Spain,1810,11846391
Spain,1811,11881588
Spain,1812,11916890
Spain,1813,11952297
Spain,1814,11987809
Spain,1815,12023426
Spain,1816,12059150
Spain,1817,12094979
Spain,1818,12130915
Spain,1819,12175970
Spain,1820,12230231
Spain,1821,12293786
Spain,1822,12366723
Spain,1823,12449131
Spain,1824,12532089
Spain,1825,12615600
Spain,1826,12699667
Spain,1827,12784295
Spain,1828,12869486
Spain,1829,12955253
Spain,1830,13041601
Spain,1831,13128533
Spain,1832,13216052
Spain,1833,13304164
Spain,1834,13392863
Spain,1835,13482154
Spain,1836,13572039
Spain,1837,13662525
Spain,1838,13753613
Spain,1839,13845298
Spain,1840,13937584
Spain,1841,14030474
Spain,1842,14123973
Spain,1843,14218084
Spain,1844,14312822
Spain,1845,14408192
Spain,1846,14504197
Spain,1847,14600842
Spain,1848,14698130
Spain,1849,14790851
Spain,1850,14878948
Spain,1851,14962372
Spain,1852,15041059
Spain,1853,15114951
Spain,1854,15189206
Spain,1855,15263826
Spain,1856,15338812
Spain,1857,15414166
Spain,1858,15489891
Spain,1859,15561625
Spain,1860,15629333
Spain,1861,15692979
Spain,1862,15752530
Spain,1863,15807948
Spain,1864,15863561
Spain,1865,15919369
Spain,1866,15975374
Spain,1867,16031576
Spain,1868,16087976
Spain,1869,16146102
Spain,1870,16205967
Spain,1871,16267583
Spain,1872,16330962
Spain,1873,16396117
Spain,1874,16461531
Spain,1875,16527207
Spain,1876,16593144
Spain,1877,16659345
Spain,1878,16725809
Spain,1879,16796632
Spain,1880,16871852
Spain,1881,16951508
Spain,1882,17035639
Spain,1883,17124285
Spain,1884,17213392
Spain,1885,17302962
Spain,1886,17392999
Spain,1887,17483504
Spain,1888,17574480
Spain,1889,17663309
Spain,1890,17749968
Spain,1891,17834434
Spain,1892,17916684
Spain,1893,17996694
Spain,1894,18077062
Spain,1895,18157788
Spain,1896,18238875
Spain,1897,18320325
Spain,1898,18402137
Spain,1899,18492800
Spain,1900,18592411
Spain,1901,18701066
Spain,1902,18818864
Spain,1903,18945905
Spain,1904,19073803
Spain,1905,19202565
Spain,1906,19332196
Spain,1907,19462702
Spain,1908,19594089
Spain,1909,19726214
Spain,1910,19859082
Spain,1911,19992695
Spain,1912,20127058
Spain,1913,20262175
Spain,1914,20398200
Spain,1915,20535137
Spain,1916,20672994
Spain,1917,20811776
Spain,1918,20951479
Spain,1919,21105927
Spain,1920,21275357
Spain,1921,21460007
Spain,1922,21660122
Spain,1923,21875945
Spain,1924,22093919
Spain,1925,22314065
Spain,1926,22536404
Spain,1927,22760959
Spain,1928,22987751
Spain,1929,23214389
Spain,1930,23440849
Spain,1931,23667105
Spain,1932,23893132
Spain,1933,24118905
Spain,1934,24346811
Spain,1935,24576871
Spain,1936,24809105
Spain,1937,25043533
Spain,1938,25280177
Spain,1939,25514739
Spain,1940,25747164
Spain,1941,25977393
Spain,1942,26205369
Spain,1943,26431030
Spain,1944,26658635
Spain,1945,26888200
Spain,1946,27119742
Spain,1947,27353278
Spain,1948,27588824
Spain,1949,27827617
Spain,1950,28069696
Spain,1951,28207082
Spain,1952,28404774
Spain,1953,28633540
Spain,1954,28862382
Spain,1955,29095376
Spain,1956,29329782
Spain,1957,29577444
Spain,1958,29857444
Spain,1959,30150510
Spain,1960,30415594
Spain,1961,30711868
Spain,1962,31052630
Spain,1963,31388554
Spain,1964,31747644
Spain,1965,32112016
Spain,1966,32462272
Spain,1967,32814224
Spain,1968,33157582
Spain,1969,33480508
Spain,1970,33792624
Spain,1971,34133624
Spain,1972,34515176
Spain,1973,34898152
Spain,1974,35329900
Spain,1975,35760432
Spain,1976,36139072
Spain,1977,36513080
Spain,1978,36865440
Spain,1979,37188964
Spain,1980,37491664
Spain,1981,37758648
Spain,1982,37982144
Spain,1983,38169764
Spain,1984,38329928
Spain,1985,38471924
Spain,1986,38590808
Spain,1987,38694532
Spain,1988,38781724
Spain,1989,38847320
Spain,1990,38889888
Spain,1991,38997064
Spain,1992,39202248
Spain,1993,39420540
Spain,1994,39623732
Spain,1995,39814568
Spain,1996,39996476
Spain,1997,40180048
Spain,1998,40362356
Spain,1999,40542232
Spain,2000,40741652
Spain,2001,40966448
Spain,2002,41477652
Spain,2003,42230268
Spain,2004,42959672
Spain,2005,43685372
Spain,2006,44422824
Spain,2007,45245784
Spain,2008,45966544
Spain,2009,46367772
Spain,2010,46572776
Spain,2011,46729232
Spain,2012,46756084
Spain,2013,46603460
Spain,2014,46464548
Spain,2015,46431344
Spain,2016,46473320
Spain,2017,46584168
Spain,2018,46792044
Spain,2019,47131372
Spain,2020,47363808
Spain,2021,47486932
Sweden,1800,2500000
Sweden,1801,2489400
Sweden,1802,2478845
Sweden,1803,2468335
Sweden,1804,2457869
Sweden,1805,2447448
Sweden,1806,2437070
Sweden,1807,2426737
Sweden,1808,2416448
Sweden,1809,2406202
Sweden,1810,2412437
Sweden,1811,2418704
Sweden,1812,2430522
Sweden,1813,2447906
Sweden,1814,2465415
Sweden,1815,2483049
Sweden,1816,2500810
Sweden,1817,2518697
Sweden,1818,2536713
Sweden,1819,2556937
Sweden,1820,2579409
Sweden,1821,2604170
Sweden,1822,2631258
Sweden,1823,2660715
Sweden,1824,2690502
Sweden,1825,2720622
Sweden,1826,2751079
Sweden,1827,2781877
Sweden,1828,2813020
Sweden,1829,2842832
Sweden,1830,2871282
Sweden,1831,2898343
Sweden,1832,2923984
Sweden,1833,2948175
Sweden,1834,2972567
Sweden,1835,2997160
Sweden,1836,3021957
Sweden,1837,3046958
Sweden,1838,3072167
Sweden,1839,3098887
Sweden,1840,3127143
Sweden,1841,3156963
Sweden,1842,3188373
Sweden,1843,3221400
Sweden,1844,3254769
Sweden,1845,3288483
Sweden,1846,3322547
Sweden,1847,3356964
Sweden,1848,3391737
Sweden,1849,3426618
Sweden,1850,3461607
Sweden,1851,3496809
Sweden,1852,3532116
Sweden,1853,3567529
Sweden,1854,3603296
Sweden,1855,3639423
Sweden,1856,3675911
Sweden,1857,3712765
Sweden,1858,3749989
Sweden,1859,3786484
Sweden,1860,3822233
Sweden,1861,3857220
Sweden,1862,3891427
Sweden,1863,3924837
Sweden,1864,3958533
Sweden,1865,3992519
Sweden,1866,4026796
Sweden,1867,4061368
Sweden,1868,4096237
Sweden,1869,4132102
Sweden,1870,4168979
Sweden,1871,4206884
Sweden,1872,4245832
Sweden,1873,4285838
Sweden,1874,4326221
Sweden,1875,4366984
Sweden,1876,4408132
Sweden,1877,4449667
Sweden,1878,4491594
Sweden,1879,4529401
Sweden,1880,4563030
Sweden,1881,4592421
Sweden,1882,4617513
Sweden,1883,4638245
Sweden,1884,4659071
Sweden,1885,4679989
Sweden,1886,4701002
Sweden,1887,4722109
Sweden,1888,4743311
Sweden,1889,4766883
Sweden,1890,4792852
Sweden,1891,4821244
Sweden,1892,4852087
Sweden,1893,4885406
Sweden,1894,4918955
Sweden,1895,4952734
Sweden,1896,4986745
Sweden,1897,5020989
Sweden,1898,5055469
Sweden,1899,5089642
Sweden,1900,5123503
Sweden,1901,5157047
Sweden,1902,5190268
Sweden,1903,5223160
Sweden,1904,5256260
Sweden,1905,5289570
Sweden,1906,5323091
Sweden,1907,5356825
Sweden,1908,5390772
Sweden,1909,5426317
Sweden,1910,5463482
Sweden,1911,5502286
Sweden,1912,5542751
Sweden,1913,5584898
Sweden,1914,5627365
Sweden,1915,5670156
Sweden,1916,5713272
Sweden,1917,5756715
Sweden,1918,5800311
Sweden,1919,5840331
Sweden,1920,5876734
Sweden,1921,5909474
Sweden,1922,5938507
Sweden,1923,5963789
Sweden,1924,5989178
Sweden,1925,6014675
Sweden,1926,6040280
Sweden,1927,6065995
Sweden,1928,6091819
Sweden,1929,6116959
Sweden,1930,6141408
Sweden,1931,6165161
Sweden,1932,6188213
Sweden,1933,6210556
Sweden,1934,6232980
Sweden,1935,6255485
Sweden,1936,6278071
Sweden,1937,6300739
Sweden,1938,6323489
Sweden,1939,6354332
Sweden,1940,6393377
Sweden,1941,6440733
Sweden,1942,6496512
Sweden,1943,6560825
Sweden,1944,6625775
Sweden,1945,6691367
Sweden,1946,6757610
Sweden,1947,6824507
Sweden,1948,6892068
Sweden,1949,6955459
Sweden,1950,7014611
Sweden,1951,7068422
Sweden,1952,7119455
Sweden,1953,7169979
Sweden,1954,7217603
Sweden,1955,7264358
Sweden,1956,7312100
Sweden,1957,7358125
Sweden,1958,7403293
Sweden,1959,7449319
Sweden,1960,7492907
Sweden,1961,7536314
Sweden,1962,7582638
Sweden,1963,7632938
Sweden,1964,7691821
Sweden,1965,7755758
Sweden,1966,7819976
Sweden,1967,7882645
Sweden,1968,7937776
Sweden,1969,7983538
Sweden,1970,8027701
Sweden,1971,8073823
Sweden,1972,8117718
Sweden,1973,8156938
Sweden,1974,8193157
Sweden,1975,8224408
Sweden,1976,8246992
Sweden,1977,8265245
Sweden,1978,8281304
Sweden,1979,8296037
Sweden,1980,8311761
Sweden,1981,8326689
Sweden,1982,8340726
Sweden,1983,8355111
Sweden,1984,8371284
Sweden,1985,8389918
Sweden,1986,8411798
Sweden,1987,8438000
Sweden,1988,8468135
Sweden,1989,8504982
Sweden,1990,8548407
Sweden,1991,8594170
Sweden,1992,8640277
Sweden,1993,8683403
Sweden,1994,8723467
Sweden,1995,8758496
Sweden,1996,8785493
Sweden,1997,8807868
Sweden,1998,8828629
Sweden,1999,8848881
Sweden,2000,8871042
Sweden,2001,8896748
Sweden,2002,8926011
Sweden,2003,8961506
Sweden,2004,9004263
Sweden,2005,9051739
Sweden,2006,9104724
Sweden,2007,9164274
Sweden,2008,9229282
Sweden,2009,9301413
Sweden,2010,9381722
Sweden,2011,9467384
Sweden,2012,9555984
Sweden,2013,9648935
Sweden,2014,9747507
Sweden,2015,9849344
Sweden,2016,9953322
Sweden,2017,10058191
Sweden,2018,10162300
Sweden,2019,10267922
Sweden,2020,10368968
Sweden,2021,10467095
